case_id,model_type,placement_type,num_occluders,occluder_size,target_class,target_class_name,baseline_target_logit,post_occlusion_target_logit,target_logit_drop,is_correct_baseline,is_correct_post_occlusion,prediction_changed
ns_cow_205,resnet50_geirhos_tl,random,5,8,24,fox,4.972391128540039,5.465953826904297,-0.4935626983642578,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,6,8,24,fox,4.972391128540039,4.794801712036133,0.17758941650390625,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,7,8,24,fox,4.972391128540039,4.97967004776001,-0.007278919219970703,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,8,8,24,fox,4.972391128540039,4.663528919219971,0.30886220932006836,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,1,16,24,fox,4.972391128540039,3.9200246334075928,1.0523664951324463,0,0,0
ns_cow_205,resnet50_geirhos_tl,targeted,2,16,24,fox,4.972391128540039,3.379546880722046,1.5928442478179932,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,3,16,24,fox,4.972391128540039,3.047630786895752,1.924760341644287,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,4,16,24,fox,4.972391128540039,2.3020827770233154,2.6703083515167236,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,5,16,24,fox,4.972391128540039,1.6740902662277222,3.298300862312317,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,6,16,24,fox,4.972391128540039,1.4037431478500366,3.5686479806900024,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,7,16,24,fox,4.972391128540039,1.1295177936553955,3.8428733348846436,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,8,16,24,fox,4.972391128540039,1.1654009819030762,3.806990146636963,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,1,16,24,fox,4.972391128540039,4.960340976715088,0.012050151824951172,0,0,0
ns_cow_205,resnet50_geirhos_tl,random,2,16,24,fox,4.972391128540039,4.425085067749023,0.5473060607910156,0,0,0
ns_cow_205,resnet50_geirhos_tl,random,3,16,24,fox,4.972391128540039,4.348033905029297,0.6243572235107422,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,4,16,24,fox,4.972391128540039,5.108904838562012,-0.13651371002197266,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,5,16,24,fox,4.972391128540039,4.878605365753174,0.09378576278686523,0,0,0
ns_cow_205,resnet50_geirhos_tl,random,6,16,24,fox,4.972391128540039,4.802854537963867,0.16953659057617188,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,7,16,24,fox,4.972391128540039,4.001469612121582,0.970921516418457,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,8,16,24,fox,4.972391128540039,4.253565311431885,0.7188258171081543,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,1,32,24,fox,4.972391128540039,3.562330722808838,1.4100604057312012,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,2,32,24,fox,4.972391128540039,2.095978260040283,2.876412868499756,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,3,32,24,fox,4.972391128540039,1.1062448024749756,3.8661463260650635,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,4,32,24,fox,4.972391128540039,-0.1316133439540863,5.104004472494125,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,5,32,24,fox,4.972391128540039,0.05005265772342682,4.922338470816612,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,6,32,24,fox,4.972391128540039,0.24346576631069183,4.728925362229347,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,7,32,24,fox,4.972391128540039,0.270129919052124,4.702261209487915,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,8,32,24,fox,4.972391128540039,0.41451841592788696,4.557872712612152,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,1,32,24,fox,4.972391128540039,4.852197170257568,0.1201939582824707,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,2,32,24,fox,4.972391128540039,4.649852275848389,0.3225388526916504,0,0,0
ns_cow_205,resnet50_geirhos_tl,random,3,32,24,fox,4.972391128540039,4.229398250579834,0.7429928779602051,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,4,32,24,fox,4.972391128540039,2.734696626663208,2.237694501876831,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,5,32,24,fox,4.972391128540039,3.6793923377990723,1.2929987907409668,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,6,32,24,fox,4.972391128540039,4.925150394439697,0.0472407341003418,0,0,0
ns_cow_205,resnet50_geirhos_tl,random,7,32,24,fox,4.972391128540039,3.5835981369018555,1.3887929916381836,0,0,0
ns_cow_205,resnet50_geirhos_tl,random,8,32,24,fox,4.972391128540039,3.1979405879974365,1.7744505405426025,0,0,0
ns_cow_205,resnet50_geirhos_tl,targeted,1,64,24,fox,4.972391128540039,1.8053169250488281,3.167074203491211,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,2,64,24,fox,4.972391128540039,-0.7008828520774841,5.673273980617523,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,3,64,24,fox,4.972391128540039,0.1606367528438568,4.811754375696182,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,4,64,24,fox,4.972391128540039,0.2081034779548645,4.764287650585175,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,5,64,24,fox,4.972391128540039,0.12422649562358856,4.8481646329164505,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,6,64,24,fox,4.972391128540039,-0.1293116956949234,5.1017028242349625,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,7,64,24,fox,4.972391128540039,0.6572732925415039,4.315117835998535,0,0,1
ns_cow_205,resnet50_geirhos_tl,targeted,8,64,24,fox,4.972391128540039,-0.17792630195617676,5.150317430496216,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,1,64,24,fox,4.972391128540039,3.682521343231201,1.289869785308838,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,2,64,24,fox,4.972391128540039,2.6513333320617676,2.3210577964782715,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,3,64,24,fox,4.972391128540039,0.4452124238014221,4.527178704738617,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,4,64,24,fox,4.972391128540039,0.4626072645187378,4.509783864021301,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,5,64,24,fox,4.972391128540039,0.008294731378555298,4.964096397161484,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,6,64,24,fox,4.972391128540039,-0.064052052795887,5.036443181335926,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,7,64,24,fox,4.972391128540039,0.11733222007751465,4.855058908462524,0,0,1
ns_cow_205,resnet50_geirhos_tl,random,8,64,24,fox,4.972391128540039,0.07522985339164734,4.897161275148392,0,0,1
ns_cow_205,resnet50_tl_20250829,targeted,1,8,17,dog,142.6285400390625,141.27020263671875,1.35833740234375,0,0,0
ns_cow_205,resnet50_tl_20250829,targeted,2,8,17,dog,142.6285400390625,140.43780517578125,2.19073486328125,0,0,0
ns_cow_205,resnet50_tl_20250829,targeted,3,8,17,dog,142.6285400390625,139.4773406982422,3.1511993408203125,0,0,0
ns_cow_205,resnet50_tl_20250829,targeted,4,8,17,dog,142.6285400390625,138.7209014892578,3.9076385498046875,0,0,0
ns_cow_205,resnet50_tl_20250829,targeted,5,8,17,dog,142.6285400390625,138.16064453125,4.4678955078125,0,0,0
ns_cow_205,resnet50_tl_20250829,targeted,6,8,17,dog,142.6285400390625,137.85678100585938,4.771759033203125,0,0,0
ns_cow_205,resnet50_tl_20250829,targeted,7,8,17,dog,142.6285400390625,137.29962158203125,5.32891845703125,0,0,0
ns_cow_205,resnet50_tl_20250829,targeted,8,8,17,dog,142.6285400390625,136.37469482421875,6.25384521484375,0,0,0
ns_cow_205,resnet50_tl_20250829,random,1,8,17,dog,142.6285400390625,142.60423278808594,0.0243072509765625,0,0,0
ns_cow_205,resnet50_tl_20250829,random,2,8,17,dog,142.6285400390625,141.77772521972656,0.8508148193359375,0,0,0
ns_cow_205,resnet50_tl_20250829,random,3,8,17,dog,142.6285400390625,142.18902587890625,0.43951416015625,0,0,0
ns_cow_205,resnet50_tl_20250829,random,4,8,17,dog,142.6285400390625,142.24447631835938,0.384063720703125,0,0,0
ns_cow_205,resnet50_tl_20250829,random,5,8,17,dog,142.6285400390625,142.1160125732422,0.5125274658203125,0,0,0
ns_cow_205,resnet50_tl_20250829,random,6,8,17,dog,142.6285400390625,142.165771484375,0.4627685546875,0,0,0
ns_cow_205,resnet50_tl_20250829,random,7,8,17,dog,142.6285400390625,141.51048278808594,1.1180572509765625,0,0,0
ns_cow_205,resnet50_tl_20250829,random,8,8,17,dog,142.6285400390625,140.9462127685547,1.6823272705078125,0,0,0
ns_cow_205,resnet50_tl_20250829,targeted,1,16,17,dog,142.6285400390625,139.84371948242188,2.784820556640625,0,0,0
